,City,Price(TL),ListingDate,Brand,Series,Model,Year,Kilometers,GearType,FuelType,BodyType,Color,EngineSize,EnginePower,DriveType,TradeInStatus,SellerType,VehicleTax(),District,DaysSinceListing,NumOriginalParts,NumLocalPaintedParts,NumPaintedParts,NumChangedParts,NumUnknownParts,HasDamage,HasHighDamage,DamageCost
992,Aydın,398000,2025-04-07 00:00:00,Fiat,Albea,Sole 1.3 Multijet Active,2011,224000.0,Düz,Dizel,Sedan,Beyaz,1248.0,70.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,623.0,Nazilli,7,9,1,3,0,0,,0,
993,Giresun,850000,2025-04-07 00:00:00,Fiat,Egea,1.3 Multijet Urban Plus,2020,69500.0,Düz,Dizel,Sedan,Kırmızı,1248.0,95.0,Önden Çekiş,Belirtilmemis,Sahibinden,4042,Merkez,7,13,0,0,0,0,,0,
994,İzmir,799999,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Urban,2023,20000.0,Düz,Benzin,Sedan,Mavi,1368.0,95.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,4.434,Buca,7,13,0,0,0,0,,0,
995,İzmir,555000,2025-04-07 00:00:00,Fiat,Egea,1.3 Multijet Easy,2017,279556.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,826.0,Bornova,7,8,0,5,0,0,,0,
996,Ordu,275000,2025-04-07 00:00:00,Fiat,Punto,Grande 1.4 Fire Active,2007,172000.0,Düz,LPG & Benzin,Hatchback/5,Gri (titanyum),1368.0,77.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Fatsa,7,0,0,11,2,0,,0,
997,Konya,559000,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Easy,2020,239000.0,Düz,LPG & Benzin,Sedan,Beyaz,1368.0,95.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,2.769,Karatay,7,13,0,0,0,0,,0,
998,İzmir,435000,2025-04-07 00:00:00,Fiat,Palio,1.4 Fire Premio Sole,2011,145000.0,Düz,Benzin,Hatchback/5,Mavi,1368.0,77.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,1.135,Kiraz,7,13,0,0,0,0,,0,
999,Bursa,499000,2025-04-07 00:00:00,Fiat,Linea,1.3 Multijet Active Plus,2013,192000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,623.0,Gemlik,7,13,0,0,0,0,,0,
1000,Bursa,560000,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Easy,2021,85500.0,Düz,Benzin,Sedan,Füme,1300.0,88.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,4042,Yıldırım,7,7,2,2,2,0,,0,
1001,Şırnak,735000,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Easy,2022,32000.0,Düz,LPG & Benzin,Sedan,Beyaz,1368.0,95.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,4.434,,7,13,0,0,0,0,,0,
1002,Bursa,625000,2025-04-07 00:00:00,Fiat,Punto,EVO 1.3 Multijet Dynamic,2012,177000.0,Yarı Otomatik,Dizel,Hatchback/5,Gri (Gümüş),1248.0,95.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,623.0,Yıldırım,7,4,1,7,1,0,,0,
1003,İstanbul,760000,2025-04-07 00:00:00,Fiat,Egea,1.6 Multijet Easy,2019,130000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598.0,120.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,7577,Bağcılar,7,6,0,3,1,3,,0,
1004,Niğde,765000,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Urban,2021,41000.0,Düz,Benzin,Sedan,Beyaz,1368.0,95.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,7577,Merkez,7,13,0,0,0,0,,0,
1005,İstanbul,475000,2025-04-07 00:00:00,Fiat,Punto,EVO 1.3 Multijet Active,2012,180000.0,Düz,Dizel,Hatchback/5,Beyaz,1300.0,63.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,1420,Esenyurt,7,9,1,2,1,0,,0,
1006,İzmir,685000,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Urban,2019,99000.0,Düz,Benzin,Sedan,Kırmızı,1368.0,95.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,7577,Karşıyaka,7,12,0,1,0,0,,0,
1007,Bursa,420000,2025-04-07 00:00:00,Fiat,Linea,1.6 Multijet Active Plus,2011,247000.0,Düz,Dizel,Sedan,Siyah,1500.0,113.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,2587,Yıldırım,7,10,0,2,1,0,,0,
1008,Zonguldak,420000,2025-04-07 00:00:00,Fiat,Punto,Grande 1.3 Multijet Dynamic,2007,174000.0,Düz,Dizel,Hatchback/5,Bordo,1248.0,75.0,Önden Çekiş,Belirtilmemis,Sahibinden,499,Merkez,7,0,0,2,0,11,,0,
1009,Bursa,302000,2025-04-07 00:00:00,Fiat,Punto,Grande 1.3 Multijet Active,2008,311000.0,Düz,Dizel,Hatchback/5,Gri,1248.0,75.0,Önden Çekiş,Belirtilmemis,Galeriden,219.0,Yıldırım,7,1,0,11,1,0,,0,
1010,Bursa,315000,2025-04-07 00:00:00,Fiat,Linea,1.3 Multijet Active,2008,312000.0,Düz,Dizel,Sedan,Gri,1248.0,90.0,Önden Çekiş,Belirtilmemis,Galeriden,219.0,Yıldırım,7,6,0,7,0,0,,0,
1011,Kocaeli,445000,2025-04-07 00:00:00,Fiat,Punto,EVO 1.4 Dynamic,2011,221000.0,Düz,LPG & Benzin,Hatchback/5,Gri,1368.0,77.0,Önden Çekiş,Takasa Uygun,Galeriden,1.135,İzmit,7,0,0,0,0,13,,0,
1012,Afyonkarahisar,609000,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Easy,2020,145000.0,Düz,Benzin,Sedan,Gri,1368.0,95.0,Önden Çekiş,Belirtilmemis,Galeriden,7577,Merkez,7,9,4,0,0,0,,0,
1013,İstanbul,425000,2025-04-07 00:00:00,Fiat,Punto,Grande 1.3 Multijet Dynamic,2008,224000.0,Yarı Otomatik,Dizel,Hatchback/5,Gri,1248.0,90.0,Önden Çekiş,Belirtilmemis,Sahibinden,219.0,Ataşehir,7,0,4,0,0,9,,0,
1014,Kocaeli,897500,2025-04-07 00:00:00,Fiat,Egea,1.6 Multijet Easy,2022,65000.0,Otomatik,Dizel,Sedan,Mavi,1500.0,138.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,10112,Kartepe,7,10,2,0,1,0,,0,
1015,Bursa,390000,2025-04-07 00:00:00,Fiat,Linea,1.3 Multijet Pop,2013,263000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Belirtilmemis,Sahibinden,1420,Osmangazi,7,0,0,4,0,9,,0,
1016,Bursa,485000,2025-04-07 00:00:00,Fiat,Linea,1.3 Multijet Pop,2014,167000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,826.0,Mustafakemalpaşa,7,10,0,2,1,0,,0,
1017,Ankara,180000,2025-04-07 00:00:00,Fiat,Uno,70 SX,1996,250000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1372.0,71.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Gölbaşı,7,0,0,0,0,13,,0,
1018,Tekirdağ,755000,2025-04-07 00:00:00,Fiat,Egea,1.3 Multijet Easy Plus,2022,75850.0,Düz,Dizel,Sedan,Beyaz,1300.0,88.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,5803,,7,10,0,3,0,0,,0,
1019,Kayseri,625000,2025-04-07 00:00:00,Fiat,Egea,1.3 Multijet Easy,2016,152500.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,826.0,Talas,7,9,1,1,2,0,,0,
1020,İzmir,300000,2025-04-07 00:00:00,Fiat,Palio,1.4 EL,2000,87000.0,Düz,Benzin,Hatchback/5,Kırmızı,1368.0,77.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Çiğli,7,0,0,0,0,13,,0,
1021,Kayseri,389000,2025-04-07 00:00:00,Fiat,Linea,1.3 Multijet Pop,2014,465000.0,Düz,Dizel,Sedan,Beyaz,1300.0,88.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,71882,Kocasinan,7,10,2,1,0,0,,0,
1022,Tokat,183000,2025-04-07 00:00:00,Fiat,Marea,1.6 Exclusive,2007,179600.0,Düz,LPG & Benzin,Sedan,Gri,1596.0,103.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Merkez,7,0,0,0,0,13,,0,
1023,Elazığ,151000,2025-04-07 00:00:00,Fiat,Uno,70 S,1995,260000.0,Düz,LPG & Benzin,Hatchback/5,Bordo,1372.0,71.0,Önden Çekiş,Belirtilmemis,Sahibinden,436.0,Merkez,7,0,0,3,1,9,,0,
1024,Bartın,475000,2025-04-07 00:00:00,Fiat,Linea,1.4 Fire Actual Plus,2015,140000.0,Düz,LPG & Benzin,Sedan,Beyaz,1368.0,77.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,3661,Merkez,7,0,3,0,0,10,,0,
1025,Adana,435000,2025-04-07 00:00:00,Fiat,Linea,1.3 Multijet Active Plus,2013,205000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,623.0,Seyhan,7,9,0,3,1,0,,0,
1026,Ankara,880000,2025-04-07 00:00:00,Fiat,Egea,1.3 Multijet Easy Plus,2023,59500.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,2.545,,7,13,0,0,0,0,,0,
1027,Ankara,735000,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Urban,2021,60600.0,Düz,Benzin,Sedan,Füme,1368.0,95.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,7577,,7,11,2,0,0,0,,0,
1028,Ordu,457500,2025-04-07 00:00:00,Fiat,Linea,1.3 Multijet Urban,2012,302000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,623.0,,7,11,2,0,0,0,,0,
1029,Denizli,275000,2025-04-07 00:00:00,Fiat,Marea,1.6 Exclusive,2003,208000.0,Düz,LPG & Benzin,Sedan,Gri,1596.0,103.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Merkezefendi,7,0,0,0,4,9,,0,
1030,Mersin,195000,2025-04-07 00:00:00,Fiat,Albea,1.3 Multijet Active,2006,190000.0,Düz,Dizel,Sedan,Gri,1248.0,70.0,Önden Çekiş,Belirtilmemis,Sahibinden,499,Tarsus,7,0,0,0,0,13,,0,
1031,Ankara,399000,2025-04-07 00:00:00,Fiat,Punto,Grande 1.4 Fire Active,2008,190000.0,Düz,Benzin,Hatchback/3,Siyah,1368.0,77.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Polatlı,7,9,0,4,0,0,,0,
1032,Eskişehir,682000,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Urban,2021,60000.0,Düz,Benzin,Sedan,Beyaz,1368.0,95.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,7577,Odunpazarı,7,12,0,0,1,0,,0,
1033,Erzurum,155000,2025-04-07 00:00:00,Fiat,Tempra,1.6 SX A,1993,70000.0,Düz,LPG & Benzin,Sedan,Mavi,1581.0,90.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Yakutiye,7,0,0,0,0,13,,0,
1034,İstanbul,710000,2025-04-07 00:00:00,Fiat,Egea,1.6 Multijet Lounge Plus,2017,185000.0,Düz,Dizel,Sedan,Mavi (metalik),1598.0,120.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,1.606,Ümraniye,7,0,0,4,0,9,,0,
1035,Muğla,1039900,2025-04-07 00:00:00,Fiat,500 Ailesi,500E La Prima,2023,7500.0,Otomatik,Elektrik,Hatchback/3,Beyaz,,113.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,0,Milas,7,13,0,0,0,0,,0,
1036,Afyonkarahisar,507000,2025-04-07 00:00:00,Fiat,Linea,1.3 Multijet Active,2014,150000.0,Düz,Dizel,Sedan,Beyaz,1300.0,88.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,71882,) Merkez,7,12,0,0,1,0,,0,
1037,Burdur,635000,2025-04-07 00:00:00,Fiat,Egea,1.3 Multijet Easy,2017,169000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,826.0,Bucak,7,11,0,2,0,0,,0,
1038,Bursa,215000,2025-04-07 00:00:00,Fiat,Tipo,1.4 S,1997,180000.0,Düz,LPG & Benzin,Hatchback/5,Bordo,1372.0,70.0,Önden Çekiş,Belirtilmemis,Galeriden,436.0,Osmangazi,7,13,0,0,0,0,,0,
1039,İzmir,670000,2025-04-07 00:00:00,Fiat,Egea,1.3 Multijet Urban,2017,178000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Belirtilmemis,Sahibinden,71882,Konak,7,12,0,1,0,0,,0,
1040,Antalya,849000,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Urban,2024,17000.0,Düz,Benzin,Sedan,Kırmızı,1368.0,95.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,4.434,Kepez,7,13,0,0,0,0,,0,
1041,Elazığ,825000,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Urban,2021,25000.0,Düz,LPG & Benzin,Sedan,Beyaz,1368.0,95.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,7577,Merkez,7,13,0,0,0,0,,0,
1042,Bursa,320000,2025-04-07 00:00:00,Fiat,Albea,Sole 1.3 Multijet Dynamic,2010,298000.0,Düz,Dizel,Sedan,Gri,1248.0,70.0,Önden Çekiş,Belirtilmemis,Sahibinden,1420,Osmangazi,7,0,0,3,0,10,,0,
1043,Muğla,465000,2025-04-07 00:00:00,Fiat,Linea,1.3 Multijet Emotion Plus,2010,154200.0,Düz,Dizel,Sedan,Kahverengi,1248.0,90.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,623.0,Menteşe,7,6,0,7,0,0,,0,
1044,Malatya,185000,2025-04-07 00:00:00,Fiat,Uno,70 SX,1997,200000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1372.0,71.0,Önden Çekiş,Belirtilmemis,Galeriden,436.0,Yeşilyurt,7,13,0,0,0,0,,0,
1045,Antalya,195000,2025-04-07 00:00:00,Fiat,Tipo,1.6 S,1995,278000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1581.0,75.0,Önden Çekiş,Belirtilmemis,Galeriden,436.0,Kepez,7,13,0,0,0,0,,0,
1046,İzmir,369000,2025-04-07 00:00:00,Fiat,Palio,1.2 EL Speedgear,2004,91000.0,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,1242.0,81.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,219.0,Gaziemir,7,0,2,0,3,8,,0,
1047,İstanbul,189000,2025-04-07 00:00:00,Fiat,Brava,1.6 SX,2000,276000.0,Düz,LPG & Benzin,Hatchback/5,Mavi,1581.0,103.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Silivri,7,12,0,0,1,0,,0,
1048,İstanbul,809900,2025-04-07 00:00:00,Fiat,Egea,1.6 Multijet Urban,2022,73000.0,Otomatik,Dizel,Sedan,Mavi,1500.0,138.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,10112,Esenyurt,7,9,0,2,2,0,,0,
1049,Aydın,215000,2025-04-07 00:00:00,Fiat,Uno,70 SX,1998,280000.0,Düz,LPG & Benzin,Hatchback/5,Diğer,1372.0,71.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,993,Nazilli,7,13,0,0,0,0,,0,
1050,İstanbul,619950,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Urban Plus,2020,100500.0,Düz,Benzin,Sedan,Beyaz,1368.0,95.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,7577,Maltepe,7,9,0,3,1,0,,0,
1051,Antalya,805000,2025-04-07 00:00:00,Fiat,Egea,1.6 E-Torq Urban,2017,72000.0,Otomatik,Benzin,Sedan,Kırmızı,1598.0,110.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,1.606,Kepez,7,13,0,0,0,0,,0,
1052,Balıkesir,755000,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Urban,2022,32000.0,Düz,Benzin,Sedan,Beyaz,1368.0,95.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,4.434,Altıeylül,7,10,1,2,0,0,,0,
1053,Ordu,794500,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Easy,2023,12200.0,Düz,Benzin,Sedan,Beyaz,1368.0,95.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,4.434,Altınordu,7,13,0,0,0,0,,0,
1054,Malatya,755000,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Easy Plus,2022,74000.0,Düz,LPG & Benzin,Sedan,Füme,1368.0,95.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,4.434,Yeşilyurt,7,13,0,0,0,0,,0,
1055,Hatay,530000,2025-04-07 00:00:00,Fiat,Linea,1.3 Multijet Lounge,2015,169000.0,Düz,Dizel,Sedan,Siyah,1248.0,95.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,826.0,Antakya,7,0,2,0,0,11,,0,
1056,İzmir,620000,2025-04-07 00:00:00,Fiat,Linea,1.3 Multijet Pop,2015,123000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Belirtilmemis,Sahibinden,71882,Bayraklı,7,0,0,1,0,12,,0,
1057,Malatya,275000,2025-04-07 00:00:00,Fiat,Palio,1.2 Go,2004,230000.0,Düz,Benzin,Hatchback/5,Mavi,1242.0,81.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,219.0,Yeşilyurt,7,13,0,0,0,0,,0,
1058,İstanbul,750000,2025-04-07 00:00:00,Fiat,Egea,1.6 Multijet Easy Plus,2019,111000.0,Otomatik,Dizel,Sedan,Beyaz,1500.0,138.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,7577,Beşiktaş,7,0,1,3,1,8,,0,
1059,Afyonkarahisar,685000,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Easy Plus,2022,135000.0,Düz,Benzin,Sedan,Mavi,1368.0,95.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,4.434,) Merkez,7,13,0,0,0,0,,0,
1060,Rize,390000,2025-04-07 00:00:00,Fiat,Linea,1.3 Multijet Pop,2015,312000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Belirtilmemis,Sahibinden,71882,Merkez,7,0,0,2,1,10,,0,
1061,İstanbul,509000,2025-04-07 00:00:00,Fiat,Linea,1.3 Multijet Urban,2015,149000.0,Düz,Dizel,Sedan,Beyaz,1300.0,88.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,71882,Ataşehir,7,7,0,4,2,0,,0,
1062,İstanbul,435000,2025-04-07 00:00:00,Fiat,Punto,1.3 Multijet Easy,2013,257000.0,Düz,Dizel,Hatchback/5,Beyaz,1248.0,75.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,623.0,Bahçelievler,7,6,1,5,1,0,,0,
1063,Antalya,774950,2025-04-07 00:00:00,Fiat,Egea,1.6 Multijet Easy,2020,136000.0,Otomatik,Dizel,Sedan,Beyaz,1500.0,113.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,7577,Muratpaşa,7,11,2,0,0,0,,0,
1064,Ankara,159000,2025-04-07 00:00:00,Fiat,Marea,1.6 ELX,1998,319000.0,Düz,Benzin,Sedan,Kırmızı,1581.0,103.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,436.0,Kahramankazan,7,13,0,0,0,0,,0,
1065,Muğla,825000,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Urban,2023,25000.0,Düz,Benzin,Sedan,Beyaz,1368.0,95.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,4.434,Yatağan,7,13,0,0,0,0,,0,
1066,Ankara,670000,2025-04-07 00:00:00,Fiat,Egea,1.3 Multijet Easy Plus,2018,185000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Belirtilmemis,Galeriden,2264,Yenimahalle,7,12,1,0,0,0,,0,
1067,Antalya,395000,2025-04-07 00:00:00,Fiat,Linea,1.6 Multijet Active Plus,2011,290000.0,Düz,Dizel,Sedan,Beyaz,1500.0,113.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,2587,Kepez,7,13,0,0,0,0,,0,
1068,Giresun,685000,2025-04-07 00:00:00,Fiat,Egea,1.3 Multijet Easy,2017,115000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,826.0,Merkez,7,13,0,0,0,0,,0,
1069,İstanbul,275000,2025-04-07 00:00:00,Fiat,Albea,Sole 1.3 Multijet Dynamic,2011,563000.0,Düz,Dizel,Sedan,Beyaz,1248.0,70.0,Önden Çekiş,Belirtilmemis,Sahibinden,1420,Zeytinburnu,7,0,0,0,0,13,,0,
1070,Kocaeli,560000,2025-04-07 00:00:00,Fiat,Egea,1.3 Multijet Easy,2016,198700.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Belirtilmemis,Sahibinden,71882,Dilovası,7,0,1,1,1,10,,0,
1071,İstanbul,795000,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Easy,2024,10000.0,Düz,Benzin,Sedan,Beyaz,1368.0,95.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,4.434,Sancaktepe,7,13,0,0,0,0,,0,
1072,İstanbul,489000,2025-04-07 00:00:00,Fiat,Linea,1.3 Multijet Easy,2013,179000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,623.0,Esenyurt,7,11,0,2,0,0,,0,
1073,Manisa,180000,2025-04-07 00:00:00,Fiat,Uno,70 SX,1998,270000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1372.0,71.0,Önden Çekiş,Belirtilmemis,Galeriden,436.0,Turgutlu,7,13,0,0,0,0,,0,
1074,Giresun,335000,2025-04-07 00:00:00,Fiat,Palio,1.4 Fire Active Sole,2009,250000.0,Düz,LPG & Benzin,Hatchback/5,Gri,1368.0,77.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Görele,7,8,4,0,0,1,,0,
1075,Bartın,290000,2025-04-07 00:00:00,Fiat,Albea,1.3 Multijet EL,2005,245000.0,Düz,Dizel,Sedan,Gri (Gümüş),1248.0,70.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,219.0,Merkez,7,0,5,0,2,6,,0,
1076,Tekirdağ,700000,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Easy,2019,30000.0,Düz,Benzin,Sedan,Beyaz,1368.0,95.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,7577,Muratlı,7,13,0,0,0,0,,0,
1077,İzmir,717000,2025-04-07 00:00:00,Fiat,Egea,1.3 Multijet Easy Stil,2020,102784.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,4042,Gaziemir,7,10,2,1,0,0,,0,
1078,İzmir,94000,2025-04-07 00:00:00,Fiat,Uno,70 SX,1996,230000.0,Düz,LPG & Benzin,Hatchback/5,Yeşil,1372.0,71.0,Önden Çekiş,Belirtilmemis,Galeriden,436.0,Urla,7,13,0,0,0,0,,0,
1079,Bursa,590000,2025-04-07 00:00:00,Fiat,Linea,1.3 Multijet Active Plus,2015,103000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Belirtilmemis,Sahibinden,71882,Yıldırım,7,0,0,0,0,13,,0,
1080,İstanbul,804750,2025-04-07 00:00:00,Fiat,Egea,1.6 Multijet Easy,2020,92000.0,Otomatik,Dizel,Sedan,Beyaz,1500.0,113.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,7577,Bağcılar,7,9,4,0,0,0,,0,
1081,Ankara,762500,2025-04-07 00:00:00,Fiat,Egea,1.3 Multijet Easy,2022,90000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Belirtilmemis,Galeriden,2.545,,7,10,1,2,0,0,,0,
1082,Ankara,160000,2025-04-07 00:00:00,Fiat,Palio,1.6 HL Weekend,1999,370000.0,Düz,LPG & Benzin,Station wagon,Kırmızı,1581.0,100.0,Önden Çekiş,Belirtilmemis,Sahibinden,993,Akyurt,7,0,0,0,0,13,,0,
1083,İstanbul,717500,2025-04-07 00:00:00,Fiat,500 Ailesi,500L 1.3 Mjet PopStar,2015,106000.0,Otomatik,Dizel,MPV,Gri,1300.0,88.0,Önden Çekiş,Takasa Uygun Değil,Belirtilmemis,71882,Pendik,7,13,0,0,0,0,,0,
1084,Bursa,675000,2025-04-07 00:00:00,Fiat,Egea,1.4 Fire Urban,2021,79000.0,Düz,Benzin,Sedan,Mavi,1368.0,95.0,Önden Çekiş,Belirtilmemis,Galeriden,7577,Nilüfer,7,8,3,2,0,0,,0,
1085,Kırşehir,290000,2025-04-07 00:00:00,Fiat,Marea,1.6 Liberty,2002,255000.0,Düz,LPG & Benzin,Sedan,Mavi,1596.0,103.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,436.0,Merkez,7,0,4,0,1,8,,0,
1086,İstanbul,758750,2025-04-07 00:00:00,Fiat,Egea,1.6 E-Torq Easy Plus,2017,138000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1598.0,110.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,1.606,Esenyurt,7,10,1,1,1,0,,0,
1087,Denizli,355000,2025-04-07 00:00:00,Fiat,Albea,1.2 EL,2004,125000.0,Düz,LPG & Benzin,Sedan,Bej,1242.0,80.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,219.0,Pamukkale,7,13,0,0,0,0,,0,
1089,Bursa,482500,2025-04-07 00:00:00,Fiat,Punto,EVO 1.4 Multiair Dynamic,2011,205000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1368.0,105.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,1.135,Osmangazi,7,11,0,1,1,0,,0,
1090,Gaziantep,598000,2025-04-07 00:00:00,Fiat,Egea,1.3 Multijet Urban,2016,193000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,826.0,Şehitkamil,7,12,1,0,0,0,,0,
1091,Bursa,965000,2025-04-07 00:00:00,Fiat,Egea,1.3 Multijet Urban,2023,52000.0,Düz,Dizel,Sedan,Gri,1248.0,95.0,Önden Çekiş,Takasa Uygun,Belirtilmemis,2.545,Osmangazi,7,13,0,0,0,0,,0,
1092,Ankara,475000,2025-04-07 00:00:00,Fiat,Linea,1.3 Multijet Pop,2015,192000.0,Düz,Dizel,Sedan,Beyaz,1300.0,88.0,Önden Çekiş,Belirtilmemis,Belirtilmemis,71882,Yenimahalle,7,12,0,0,1,0,,0,
1093,Kayseri,220000,2025-04-07 00:00:00,Fiat,Tempra,1.6 SX A,1993,100000.0,Düz,LPG & Benzin,Sedan,Bordo,1581.0,90.0,Önden Çekiş,Belirtilmemis,Galeriden,436.0,Talas,7,13,0,0,0,0,,0,
